Airline,Date_of_Journey,Source,Destination,Departure_Time,Arrival_Time,Duration,Total_Stops,Price,Month Name,Day of Month,Day Name,Week of Year,Month
Jet Airways,2019-06-06,Delhi,Cochin,8.0,19.0,11.0,1,14714,June,6,Thursday,23,6
Jet Airways,2019-03-06,Delhi,Cochin,5.3,19.0,13.5,2,13014,March,6,Wednesday,10,3
IndiGo,2019-03-06,Banglore,Delhi,22.1,1.0,2.83,0,3359,March,6,Wednesday,10,3
GoAir,2019-03-03,Banglore,New Delhi,20.55,23.5,2.92,0,6722,March,3,Sunday,9,3
IndiGo,2019-03-18,Kolkata,Banglore,9.35,12.2,2.75,0,4462,March,18,Monday,12,3
IndiGo,2019-09-03,Delhi,Cochin,4.55,16.1,11.25,1,6171,September,3,Tuesday,36,9
Air India,2019-05-21,Kolkata,Banglore,5.5,20.25,14.58,2,12303,May,21,Tuesday,21,5
Multiple carriers,2019-03-21,Delhi,Cochin,11.4,1.35,13.92,1,7695,March,21,Thursday,12,3
IndiGo,2019-06-24,Delhi,Cochin,11.25,1.3,14.08,1,5684,June,24,Monday,26,6
Air India,2019-12-06,Kolkata,Banglore,16.5,7.55,15.08,1,8366,December,6,Friday,49,12
Air India,2019-01-03,Chennai,Kolkata,11.4,13.55,2.25,0,19630,January,3,Thursday,1,1
Jet Airways,2019-06-03,Banglore,New Delhi,14.05,5.05,15.0,1,13502,June,3,Monday,23,6
Jet Airways,2019-01-05,Kolkata,Banglore,21.1,10.05,12.92,1,14781,January,5,Saturday,1,1
Multiple carriers,2019-12-06,Delhi,Cochin,7.1,16.1,9.0,1,6513,December,6,Friday,49,12
Air India,2019-01-06,Delhi,Cochin,7.0,19.15,12.25,1,9929,January,6,Sunday,1,1
Multiple carriers,2019-06-06,Delhi,Cochin,17.5,1.3,7.67,2,18275,June,6,Thursday,23,6
Air India,2019-09-04,Delhi,Cochin,6.05,9.25,27.33,1,4487,September,4,Wednesday,36,9
IndiGo,2019-03-15,Mumbai,Hyderabad,21.2,22.45,1.42,0,2754,March,15,Friday,11,3
Air India,2019-03-27,Mumbai,Hyderabad,6.2,7.4,1.33,0,2575,March,27,Wednesday,13,3
SpiceJet,2019-12-06,Kolkata,Banglore,15.55,21.25,5.5,1,8224,December,6,Friday,49,12
Air India,2019-09-03,Delhi,Cochin,20.3,8.15,11.75,1,8991,September,3,Tuesday,36,9
IndiGo,2019-06-24,Delhi,Cochin,5.35,8.5,3.25,0,5000,June,24,Monday,26,6
Jet Airways,2019-12-06,Kolkata,Banglore,18.55,19.5,24.92,1,8529,December,6,Friday,49,12
Air India,2019-03-03,Delhi,Cochin,6.05,9.25,27.33,1,14042,March,3,Sunday,9,3
Jet Airways,2019-05-24,Banglore,Delhi,11.1,14.05,2.92,0,4030,May,24,Friday,21,5
Jet Airways,2019-06-06,Kolkata,Banglore,18.55,12.0,17.08,1,10844,June,6,Thursday,23,6
IndiGo,2019-06-05,Kolkata,Banglore,21.25,0.05,2.67,0,4804,June,5,Wednesday,23,6
Multiple carriers,2019-05-27,Delhi,Cochin,17.3,1.3,8.0,1,7308,May,27,Monday,22,5
IndiGo,2019-12-05,Banglore,Delhi,16.55,19.55,3.0,0,4823,December,5,Thursday,49,12
Jet Airways,2019-06-24,Delhi,Cochin,9.0,12.35,27.58,1,10262,June,24,Monday,26,6
Jet Airways,2019-05-27,Delhi,Cochin,20.55,4.25,7.5,1,12898,May,27,Monday,22,5
Air India,2019-12-03,Banglore,New Delhi,17.25,16.2,22.92,2,12778,December,3,Tuesday,49,12
IndiGo,2019-03-03,Delhi,Cochin,4.45,13.2,8.58,1,14871,March,3,Sunday,9,3
Air India,2019-03-21,Delhi,Cochin,13.2,19.15,29.92,2,8708,March,21,Thursday,12,3
Jet Airways,2019-06-06,Kolkata,Banglore,20.0,18.15,22.25,1,10844,June,6,Thursday,23,6
SpiceJet,2019-06-03,Mumbai,Hyderabad,5.45,7.05,1.33,0,4129,June,3,Monday,23,6
IndiGo,2019-05-18,Kolkata,Banglore,21.25,0.05,2.67,0,4804,May,18,Saturday,20,5
Jet Airways,2019-06-05,Banglore,Delhi,8.2,11.2,3.0,0,7229,June,5,Wednesday,23,6
Jet Airways,2019-03-21,Banglore,New Delhi,7.0,19.1,12.17,1,7832,March,21,Thursday,12,3
SpiceJet,2019-03-18,Chennai,Kolkata,9.3,12.05,2.58,0,3859,March,18,Monday,12,3
Multiple carriers,2019-06-06,Delhi,Cochin,7.3,19.15,11.75,1,9001,June,6,Thursday,23,6
Vistara,2019-09-05,Banglore,Delhi,17.0,19.35,2.58,0,4878,September,5,Thursday,36,9
IndiGo,2019-03-05,Mumbai,Hyderabad,2.35,4.05,1.5,0,2754,March,5,Tuesday,10,3
Vistara,2019-06-27,Banglore,Delhi,7.0,9.4,2.67,0,4668,June,27,Thursday,26,6
Air Asia,2019-12-05,Kolkata,Banglore,10.2,12.55,2.58,0,5216,December,5,Thursday,49,12
Jet Airways,2019-06-06,Delhi,Cochin,5.3,4.25,22.92,2,10368,June,6,Thursday,23,6
IndiGo,2019-09-03,Delhi,Cochin,6.4,21.2,14.67,2,8146,September,3,Tuesday,36,9
Jet Airways,2019-03-27,Delhi,Cochin,13.0,4.25,15.42,1,12242,March,27,Wednesday,13,3
Jet Airways,2019-03-15,Banglore,New Delhi,8.0,15.15,7.25,1,9134,March,15,Friday,11,3
Air India,2019-06-06,Delhi,Cochin,13.15,9.25,20.17,2,10939,June,6,Thursday,23,6
Air India,2019-06-06,Delhi,Cochin,10.55,7.4,20.75,2,11753,June,6,Thursday,23,6
SpiceJet,2019-04-24,Kolkata,Banglore,17.1,19.4,2.5,0,4174,April,24,Wednesday,17,4
Jet Airways,2019-05-21,Kolkata,Banglore,20.0,19.5,23.83,1,10844,May,21,Tuesday,21,5
Jet Airways,2019-03-06,Delhi,Cochin,16.0,19.0,27.0,1,14714,March,6,Wednesday,10,3
Jet Airways,2019-12-06,Kolkata,Banglore,6.3,12.0,5.5,1,9899,December,6,Friday,49,12
IndiGo,2019-03-03,Delhi,Cochin,9.1,21.0,11.83,1,14871,March,3,Sunday,9,3
IndiGo,2019-06-03,Chennai,Kolkata,13.2,15.35,2.25,0,7295,June,3,Monday,23,6
Air India,2019-06-06,Delhi,Cochin,18.45,19.15,24.5,2,13465,June,6,Thursday,23,6
SpiceJet,2019-05-21,Chennai,Kolkata,17.45,20.05,2.33,0,3543,May,21,Tuesday,21,5
Multiple carriers,2019-06-27,Delhi,Cochin,19.0,1.3,6.5,1,7198,June,27,Thursday,26,6
Jet Airways,2019-01-06,Delhi,Cochin,8.0,4.25,20.42,1,10262,January,6,Sunday,1,1
IndiGo,2019-03-15,Kolkata,Banglore,15.2,17.55,2.58,0,4148,March,15,Friday,11,3
Jet Airways,2019-06-27,Banglore,Delhi,15.15,18.1,2.92,0,8016,June,27,Thursday,26,6
Jet Airways,2019-09-06,Delhi,Cochin,22.5,4.25,5.58,1,10262,September,6,Friday,36,9
SpiceJet,2019-06-15,Kolkata,Banglore,14.55,17.25,2.5,0,3841,June,15,Saturday,24,6
Jet Airways,2019-12-03,Banglore,New Delhi,9.45,0.3,14.75,1,11507,December,3,Tuesday,49,12
Jet Airways,2019-01-05,Kolkata,Banglore,8.25,20.45,12.33,1,14781,January,5,Saturday,1,1
Jet Airways,2019-05-27,Delhi,Cochin,17.3,19.0,25.5,1,16079,May,27,Monday,22,5
Jet Airways,2019-05-27,Delhi,Cochin,22.5,4.25,5.58,1,12898,May,27,Monday,22,5
Multiple carriers,2019-06-03,Delhi,Cochin,7.3,19.15,11.75,1,15353,June,3,Monday,23,6
IndiGo,2019-03-24,Banglore,New Delhi,18.25,21.2,2.92,0,7303,March,24,Sunday,12,3
SpiceJet,2019-03-24,Kolkata,Banglore,15.05,20.45,5.67,1,6197,March,24,Sunday,12,3
Air India,2019-09-06,Kolkata,Banglore,9.1,13.15,4.08,1,8996,September,6,Friday,36,9
IndiGo,2019-03-21,Delhi,Cochin,14.2,22.2,8.0,1,6528,March,21,Thursday,12,3
GoAir,2019-09-04,Banglore,Delhi,20.55,23.4,2.75,0,4239,September,4,Wednesday,36,9
IndiGo,2019-12-03,Kolkata,Banglore,20.25,23.05,2.67,0,4148,December,3,Tuesday,49,12
SpiceJet,2019-05-24,Banglore,Delhi,21.1,0.05,2.92,0,3971,May,24,Friday,21,5
Air Asia,2019-06-05,Kolkata,Banglore,7.35,23.3,15.92,1,5192,June,5,Wednesday,23,6
Jet Airways,2019-09-04,Delhi,Cochin,13.25,12.35,23.17,2,9483,September,4,Wednesday,36,9
Jet Airways,2019-03-06,Delhi,Cochin,11.4,19.0,7.33,2,18804,March,6,Wednesday,10,3
Air India,2019-06-18,Delhi,Cochin,5.1,8.0,2.83,0,5201,June,18,Tuesday,25,6
Jet Airways,2019-05-27,Delhi,Cochin,11.3,19.0,7.5,1,16079,May,27,Monday,22,5
Jet Airways,2019-06-15,Banglore,Delhi,19.5,22.5,3.0,0,7229,June,15,Saturday,24,6
Multiple carriers,2019-05-27,Delhi,Cochin,17.45,1.3,7.75,1,6795,May,27,Monday,22,5
Jet Airways,2019-09-05,Kolkata,Banglore,9.35,10.55,25.33,1,10953,September,5,Thursday,36,9
Multiple carriers,2019-06-24,Delhi,Cochin,15.05,1.3,10.42,2,15965,June,24,Monday,26,6
Air India,2019-09-04,Delhi,Cochin,12.55,19.15,30.33,2,9968,September,4,Wednesday,36,9
IndiGo,2019-06-06,Kolkata,Banglore,22.15,0.5,2.58,0,4804,June,6,Thursday,23,6
Jet Airways,2019-05-27,Delhi,Cochin,10.0,19.0,9.0,1,16079,May,27,Monday,22,5
Jet Airways,2019-12-06,Delhi,Cochin,21.25,12.35,15.17,2,11507,December,6,Friday,49,12
Air India,2019-09-06,Kolkata,Banglore,9.25,13.45,28.33,2,11542,September,6,Friday,36,9
Jet Airways,2019-04-24,Banglore,Delhi,17.45,20.45,3.0,0,7229,April,24,Wednesday,17,4
Jet Airways,2019-04-27,Banglore,Delhi,6.0,8.45,2.75,0,4544,April,27,Saturday,17,4
IndiGo,2019-05-15,Delhi,Cochin,5.1,10.05,4.92,1,6496,May,15,Wednesday,20,5
IndiGo,2019-06-15,Kolkata,Banglore,21.25,0.05,2.67,0,4804,June,15,Saturday,24,6
Air India,2019-01-03,Banglore,New Delhi,11.05,9.15,22.17,1,13439,January,3,Thursday,1,1
Jet Airways,2019-03-27,Delhi,Cochin,18.15,4.25,10.17,1,6540,March,27,Wednesday,13,3
IndiGo,2019-01-06,Banglore,Delhi,23.3,2.2,2.83,0,4591,January,6,Sunday,1,1
IndiGo,2019-03-18,Banglore,New Delhi,16.15,20.35,4.33,1,4437,March,18,Monday,12,3
Air Asia,2019-03-21,Delhi,Cochin,20.1,7.1,11.0,1,6151,March,21,Thursday,12,3
Jet Airways,2019-06-21,Banglore,Delhi,17.45,20.45,3.0,0,7754,June,21,Friday,25,6
Jet Airways,2019-06-24,Delhi,Cochin,14.0,12.35,22.58,1,10262,June,24,Monday,26,6
Jet Airways,2019-09-06,Banglore,Delhi,18.55,22.0,3.08,0,8016,September,6,Friday,36,9
SpiceJet,2019-03-24,Kolkata,Banglore,6.55,9.35,2.67,0,4781,March,24,Sunday,12,3
Vistara,2019-06-27,Banglore,Delhi,11.3,14.2,2.83,0,4668,June,27,Thursday,26,6
Air India,2019-06-03,Banglore,New Delhi,11.5,8.55,21.08,1,14594,June,3,Monday,23,6
Jet Airways,2019-03-24,Kolkata,Banglore,16.55,4.45,11.83,1,14231,March,24,Sunday,12,3
Air India,2019-05-15,Delhi,Cochin,5.15,6.5,25.58,1,8425,May,15,Wednesday,20,5
Multiple carriers,2019-12-06,Delhi,Cochin,7.05,22.3,15.42,1,9646,December,6,Friday,49,12
IndiGo,2019-03-03,Chennai,Kolkata,14.4,17.05,2.42,0,7295,March,3,Sunday,9,3
Air Asia,2019-09-04,Kolkata,Banglore,6.5,10.3,3.67,1,5162,September,4,Wednesday,36,9
IndiGo,2019-09-03,Banglore,New Delhi,18.25,21.2,2.92,0,6860,September,3,Tuesday,36,9
Vistara,2019-04-15,Delhi,Cochin,6.0,9.1,3.17,0,6216,April,15,Monday,16,4
Air Asia,2019-05-24,Kolkata,Banglore,7.35,19.25,11.83,1,5192,May,24,Friday,21,5
IndiGo,2019-09-04,Banglore,Delhi,20.0,22.5,2.83,0,4823,September,4,Wednesday,36,9
SpiceJet,2019-03-04,Banglore,Delhi,9.3,12.2,2.83,0,3919,March,4,Monday,10,3
IndiGo,2019-03-06,Mumbai,Hyderabad,19.05,20.35,1.5,0,2754,March,6,Wednesday,10,3
Multiple carriers,2019-09-05,Delhi,Cochin,7.3,19.0,11.5,1,9315,September,5,Thursday,36,9
Multiple carriers,2019-03-27,Delhi,Cochin,10.0,18.5,8.83,1,11667,March,27,Wednesday,13,3
Jet Airways,2019-12-06,Kolkata,Banglore,8.25,4.4,20.25,1,6224,December,6,Friday,49,12
Air India,2019-03-24,Kolkata,Banglore,9.25,5.35,20.17,2,13349,March,24,Sunday,12,3
Jet Airways,2019-03-18,Banglore,New Delhi,16.55,9.0,16.08,1,11087,March,18,Monday,12,3
Multiple carriers,2019-06-03,Delhi,Cochin,13.0,1.35,12.58,1,15603,June,3,Monday,23,6
Jet Airways,2019-09-05,Delhi,Cochin,19.3,12.35,17.08,2,15129,September,5,Thursday,36,9
IndiGo,2019-09-04,Banglore,Delhi,16.55,19.55,3.0,0,4823,September,4,Wednesday,36,9
Vistara,2019-01-05,Kolkata,Banglore,7.1,22.4,15.5,1,8452,January,5,Saturday,1,1
Multiple carriers,2019-06-06,Delhi,Cochin,7.3,19.0,11.5,1,12524,June,6,Thursday,23,6
SpiceJet,2019-03-27,Chennai,Kolkata,17.45,20.05,2.33,0,3384,March,27,Wednesday,13,3
Jet Airways,2019-01-06,Delhi,Cochin,19.15,19.0,23.75,1,10262,January,6,Sunday,1,1
SpiceJet,2019-06-18,Mumbai,Hyderabad,13.15,14.45,1.5,0,1965,June,18,Tuesday,25,6
IndiGo,2019-05-18,Kolkata,Banglore,22.15,0.5,2.58,0,4804,May,18,Saturday,20,5
Jet Airways,2019-05-27,Delhi,Cochin,18.15,19.0,24.75,1,16079,May,27,Monday,22,5
Jet Airways,2019-01-06,Delhi,Cochin,21.25,19.0,21.58,2,13292,January,6,Sunday,1,1
Air Asia,2019-09-05,Delhi,Cochin,7.55,13.25,5.5,1,6751,September,5,Thursday,36,9
Air India,2019-05-15,Delhi,Cochin,7.0,19.15,12.25,1,8669,May,15,Wednesday,20,5
IndiGo,2019-03-03,Delhi,Cochin,17.3,1.35,8.08,1,14871,March,3,Sunday,9,3
Jet Airways,2019-05-21,Delhi,Cochin,14.0,19.0,5.0,1,12898,May,21,Tuesday,21,5
SpiceJet,2019-06-06,Banglore,Delhi,9.3,12.2,2.83,0,3919,June,6,Thursday,23,6
Multiple carriers,2019-01-03,Delhi,Cochin,12.5,19.15,6.42,1,36983,January,3,Thursday,1,1
IndiGo,2019-03-06,Chennai,Kolkata,19.35,21.55,2.33,0,3597,March,6,Wednesday,10,3
Air India,2019-09-03,Banglore,New Delhi,17.0,19.45,2.75,0,10741,September,3,Tuesday,36,9
Air India,2019-06-06,Kolkata,Banglore,16.5,5.35,12.75,2,11432,June,6,Thursday,23,6
Jet Airways,2019-12-03,Banglore,New Delhi,18.55,10.45,15.83,1,11087,December,3,Tuesday,49,12
Jet Airways,2019-03-06,Delhi,Cochin,9.35,12.35,27.0,2,13292,March,6,Wednesday,10,3
Air India,2019-06-15,Delhi,Cochin,5.15,7.4,26.42,3,10493,June,15,Saturday,24,6
GoAir,2019-09-03,Banglore,New Delhi,7.45,10.4,2.92,0,7631,September,3,Tuesday,36,9
Air India,2019-06-06,Delhi,Cochin,6.5,7.4,24.83,2,13381,June,6,Thursday,23,6
Jet Airways,2019-06-06,Kolkata,Banglore,20.0,4.4,8.67,1,13731,June,6,Thursday,23,6
Air India,2019-05-21,Delhi,Cochin,5.55,7.4,25.75,2,11911,May,21,Tuesday,21,5
IndiGo,2019-04-18,Banglore,Delhi,23.3,2.2,2.83,0,4591,April,18,Thursday,16,4
Multiple carriers,2019-03-06,Delhi,Cochin,13.0,19.15,6.25,1,14848,March,6,Wednesday,10,3
Multiple carriers,2019-12-06,Delhi,Cochin,8.45,19.15,10.5,1,8266,December,6,Friday,49,12
Air India,2019-05-18,Delhi,Cochin,17.15,19.15,26.0,2,12392,May,18,Saturday,20,5
Jet Airways,2019-12-06,Kolkata,Banglore,18.55,12.0,17.08,1,13044,December,6,Friday,49,12
Jet Airways,2019-05-21,Delhi,Cochin,7.05,4.25,21.33,1,12898,May,21,Tuesday,21,5
Jet Airways,2019-03-21,Delhi,Cochin,22.5,4.25,5.58,1,12242,March,21,Thursday,12,3
IndiGo,2019-05-18,Banglore,Delhi,10.1,13.0,2.83,0,3943,May,18,Saturday,20,5
Vistara,2019-03-24,Kolkata,Banglore,20.2,22.1,25.83,1,11105,March,24,Sunday,12,3
Jet Airways,2019-12-05,Kolkata,Banglore,21.1,9.2,12.17,1,14388,December,5,Thursday,49,12
Jet Airways,2019-05-18,Delhi,Cochin,19.3,12.35,17.08,2,13014,May,18,Saturday,20,5
Multiple carriers,2019-06-03,Delhi,Cochin,10.2,18.5,8.5,1,15411,June,3,Monday,23,6
Jet Airways,2019-09-03,Delhi,Cochin,19.45,18.5,23.08,1,16289,September,3,Tuesday,36,9
IndiGo,2019-05-15,Delhi,Cochin,6.5,16.1,9.33,1,6442,May,15,Wednesday,20,5
Jet Airways,2019-05-18,Kolkata,Banglore,8.25,16.2,7.92,1,10844,May,18,Saturday,20,5
Jet Airways,2019-05-18,Mumbai,Hyderabad,10.2,11.5,1.5,0,5678,May,18,Saturday,20,5
IndiGo,2019-12-04,Banglore,Delhi,23.3,2.2,2.83,0,6906,December,4,Wednesday,49,12
SpiceJet,2019-05-21,Chennai,Kolkata,9.45,12.0,2.25,0,3543,May,21,Tuesday,21,5
Jet Airways,2019-06-06,Delhi,Cochin,9.0,19.0,10.0,1,14714,June,6,Thursday,23,6
Other,2019-03-03,Banglore,New Delhi,16.0,18.35,2.58,0,11793,March,3,Sunday,9,3
Multiple carriers,2019-05-15,Delhi,Cochin,11.3,19.15,7.75,1,14323,May,15,Wednesday,20,5
SpiceJet,2019-09-04,Banglore,Delhi,21.1,0.05,2.92,0,3971,September,4,Wednesday,36,9
Vistara,2019-06-05,Kolkata,Banglore,20.2,22.4,26.33,1,8452,June,5,Wednesday,23,6
Vistara,2019-12-04,Banglore,Delhi,7.0,9.4,2.67,0,5403,December,4,Wednesday,49,12
Multiple carriers,2019-09-05,Delhi,Cochin,10.0,21.0,11.0,1,13727,September,5,Thursday,36,9
Air India,2019-01-04,Kolkata,Banglore,10.0,5.25,19.42,2,12639,January,4,Friday,1,1
Jet Airways,2019-04-18,Banglore,Delhi,15.15,18.1,2.92,0,5198,April,18,Thursday,16,4
Vistara,2019-01-06,Banglore,Delhi,19.3,22.15,2.75,0,4878,January,6,Sunday,1,1
Jet Airways,2019-05-18,Delhi,Cochin,19.45,19.0,23.25,1,12373,May,18,Saturday,20,5
Multiple carriers,2019-03-03,Delhi,Cochin,7.1,16.1,9.0,1,8552,March,3,Sunday,9,3
Vistara,2019-04-21,Delhi,Cochin,14.4,17.5,3.17,0,6741,April,21,Sunday,16,4
Multiple carriers,2019-09-04,Delhi,Cochin,12.5,19.15,6.42,1,6481,September,4,Wednesday,36,9
Multiple carriers,2019-06-06,Delhi,Cochin,10.35,19.15,8.67,1,7354,June,6,Thursday,23,6
Air India,2019-04-21,Banglore,Delhi,21.05,23.55,2.83,0,5228,April,21,Sunday,16,4
Jet Airways,2019-12-05,Kolkata,Banglore,8.25,20.45,12.33,1,10844,December,5,Thursday,49,12
IndiGo,2019-05-18,Delhi,Cochin,6.5,12.1,5.33,1,6347,May,18,Saturday,20,5
Air India,2019-03-15,Banglore,New Delhi,8.15,12.15,4.0,1,5013,March,15,Friday,11,3
Jet Airways,2019-09-06,Kolkata,Banglore,18.55,4.4,9.75,1,9663,September,6,Friday,36,9
IndiGo,2019-06-04,Banglore,Delhi,18.25,21.2,2.92,0,4823,June,4,Tuesday,23,6
Air India,2019-06-24,Delhi,Cochin,16.55,19.15,26.33,2,13381,June,24,Monday,26,6
SpiceJet,2019-01-06,Chennai,Kolkata,9.45,12.0,2.25,0,3543,January,6,Sunday,1,1
Jet Airways,2019-05-15,Kolkata,Banglore,18.55,4.4,9.75,1,9663,May,15,Wednesday,20,5
Jet Airways,2019-01-04,Kolkata,Banglore,18.55,19.5,24.92,1,7064,January,4,Friday,1,1
Jet Airways,2019-09-06,Delhi,Cochin,7.05,19.0,11.92,1,10262,September,6,Friday,36,9
Air India,2019-01-06,Delhi,Cochin,10.55,19.15,8.33,2,13013,January,6,Sunday,1,1
Jet Airways,2019-06-27,Delhi,Cochin,19.1,12.35,17.42,2,15339,June,27,Thursday,26,6
GoAir,2019-04-18,Banglore,Delhi,11.4,14.3,2.83,0,4937,April,18,Thursday,16,4
IndiGo,2019-06-06,Delhi,Cochin,5.05,12.1,7.08,1,6818,June,6,Thursday,23,6
Air India,2019-05-18,Delhi,Cochin,22.0,19.15,21.25,2,10441,May,18,Saturday,20,5
Jet Airways,2019-03-04,Delhi,Cochin,14.0,19.0,5.0,1,5177,March,4,Monday,10,3
IndiGo,2019-06-27,Chennai,Kolkata,11.35,14.0,2.42,0,3858,June,27,Thursday,26,6
IndiGo,2019-05-18,Kolkata,Banglore,21.0,2.15,5.25,1,6534,May,18,Saturday,20,5
Multiple carriers,2019-06-15,Delhi,Cochin,10.2,1.3,15.17,1,6795,June,15,Saturday,24,6
Multiple carriers,2019-03-06,Delhi,Cochin,7.3,19.15,11.75,1,9736,March,6,Wednesday,10,3
Jet Airways,2019-01-05,Banglore,Delhi,19.5,22.5,3.0,0,7229,January,5,Saturday,1,1
SpiceJet,2019-04-24,Delhi,Cochin,17.55,22.5,4.92,1,4957,April,24,Wednesday,17,4
IndiGo,2019-09-03,Banglore,New Delhi,6.0,8.45,2.75,0,7648,September,3,Tuesday,36,9
SpiceJet,2019-06-15,Kolkata,Banglore,14.55,17.25,2.5,0,3873,June,15,Saturday,24,6
Jet Airways,2019-12-05,Kolkata,Banglore,18.55,4.4,9.75,1,14388,December,5,Thursday,49,12
IndiGo,2019-06-03,Kolkata,Banglore,17.15,19.55,2.67,0,5618,June,3,Monday,23,6
Multiple carriers,2019-09-06,Delhi,Cochin,19.0,1.3,6.5,1,7408,September,6,Friday,36,9
Air Asia,2019-03-03,Delhi,Cochin,16.45,22.15,5.5,1,13774,March,3,Sunday,9,3
Vistara,2019-03-05,Banglore,Delhi,7.0,9.4,2.67,0,4668,March,5,Tuesday,10,3
Jet Airways,2019-03-21,Delhi,Cochin,18.2,4.25,34.08,2,13082,March,21,Thursday,12,3
Air India,2019-03-06,Delhi,Cochin,3.5,19.15,15.42,1,8669,March,6,Wednesday,10,3
IndiGo,2019-06-24,Delhi,Cochin,16.0,1.3,9.5,1,6316,June,24,Monday,26,6
Jet Airways,2019-06-03,Delhi,Cochin,22.2,4.25,6.08,1,12583,June,3,Monday,23,6
Vistara,2019-09-03,Banglore,New Delhi,16.1,18.5,2.67,0,7923,September,3,Tuesday,36,9
GoAir,2019-03-03,Delhi,Cochin,7.0,12.5,5.83,1,7378,March,3,Sunday,9,3
Vistara,2019-03-06,Banglore,Delhi,19.3,22.15,2.75,0,4878,March,6,Wednesday,10,3
Jet Airways,2019-05-18,Kolkata,Banglore,16.3,19.5,27.33,1,10844,May,18,Saturday,20,5
Jet Airways,2019-03-04,Banglore,Delhi,8.2,11.2,3.0,0,7229,March,4,Monday,10,3
SpiceJet,2019-05-21,Delhi,Cochin,6.05,11.2,5.25,1,6297,May,21,Tuesday,21,5
Jet Airways,2019-12-06,Kolkata,Banglore,20.0,12.0,16.0,1,8529,December,6,Friday,49,12
Multiple carriers,2019-05-18,Delhi,Cochin,14.0,21.0,7.0,1,13727,May,18,Saturday,20,5
SpiceJet,2019-05-24,Kolkata,Banglore,8.35,17.15,8.67,1,6643,May,24,Friday,21,5
Multiple carriers,2019-09-05,Delhi,Cochin,10.0,19.0,9.0,1,10197,September,5,Thursday,36,9
SpiceJet,2019-04-21,Kolkata,Banglore,22.2,0.4,2.33,0,4911,April,21,Sunday,16,4
IndiGo,2019-06-03,Chennai,Kolkata,5.15,7.35,2.33,0,6482,June,3,Monday,23,6
Jet Airways,2019-01-03,Banglore,New Delhi,8.55,15.15,6.33,1,26890,January,3,Thursday,1,1
IndiGo,2019-05-18,Kolkata,Banglore,19.2,23.45,4.42,1,3717,May,18,Saturday,20,5
IndiGo,2019-01-06,Chennai,Kolkata,13.15,15.35,2.33,0,3597,January,6,Sunday,1,1
Air India,2019-03-18,Banglore,New Delhi,11.05,22.1,11.08,2,10846,March,18,Monday,12,3
Air India,2019-01-03,Banglore,New Delhi,5.5,22.45,16.92,1,14069,January,3,Thursday,1,1
Jet Airways,2019-01-04,Delhi,Cochin,22.5,12.35,13.75,1,5177,January,4,Friday,1,1
Air India,2019-06-03,Delhi,Cochin,5.55,7.4,25.75,2,14641,June,3,Monday,23,6
IndiGo,2019-06-06,Delhi,Cochin,8.35,22.3,13.92,1,6442,June,6,Thursday,23,6
Air India,2019-03-21,Delhi,Cochin,17.45,23.0,5.25,1,5704,March,21,Thursday,12,3
Jet Airways,2019-06-05,Kolkata,Banglore,14.05,9.2,19.25,1,9663,June,5,Wednesday,23,6
Jet Airways,2019-06-06,Delhi,Cochin,20.55,4.25,7.5,1,14714,June,6,Thursday,23,6
Jet Airways,2019-01-04,Delhi,Cochin,10.0,19.0,9.0,1,5406,January,4,Friday,1,1
Vistara,2019-05-15,Kolkata,Banglore,20.2,20.2,24.0,1,8610,May,15,Wednesday,20,5
Jet Airways,2019-12-06,Delhi,Cochin,18.25,12.35,18.17,2,14237,December,6,Friday,49,12
IndiGo,2019-09-06,Banglore,Delhi,7.1,10.05,2.92,0,4823,September,6,Friday,36,9
IndiGo,2019-03-27,Mumbai,Hyderabad,20.05,21.35,1.5,0,2227,March,27,Wednesday,13,3
Jet Airways,2019-05-18,Delhi,Cochin,7.05,4.25,21.33,1,12373,May,18,Saturday,20,5
Air India,2019-06-06,Delhi,Cochin,13.0,19.15,6.25,1,8372,June,6,Thursday,23,6
Jet Airways,2019-03-03,Delhi,Cochin,13.55,4.25,14.5,1,17024,March,3,Sunday,9,3
Air India,2019-05-27,Mumbai,Hyderabad,21.05,22.25,1.33,0,3100,May,27,Monday,22,5
Jet Airways,2019-09-03,Delhi,Cochin,6.5,19.45,12.92,1,14053,September,3,Tuesday,36,9
IndiGo,2019-09-05,Chennai,Kolkata,5.15,7.4,2.42,0,3540,September,5,Thursday,36,9
Vistara,2019-05-21,Kolkata,Banglore,20.2,18.5,22.5,1,9345,May,21,Tuesday,21,5
Jet Airways,2019-01-06,Delhi,Cochin,5.3,4.25,22.92,2,10368,January,6,Sunday,1,1
Jet Airways,2019-01-03,Banglore,New Delhi,7.0,12.25,5.42,1,26890,January,3,Thursday,1,1
SpiceJet,2019-09-03,Mumbai,Hyderabad,8.5,10.15,1.42,0,5755,September,3,Tuesday,36,9
Jet Airways,2019-03-21,Banglore,New Delhi,8.55,16.1,7.25,1,7832,March,21,Thursday,12,3
Jet Airways,2019-06-05,Kolkata,Banglore,8.25,20.45,12.33,1,14388,June,5,Wednesday,23,6
Air India,2019-06-27,Delhi,Cochin,13.15,9.25,20.17,2,8839,June,27,Thursday,26,6
Air India,2019-03-03,Delhi,Cochin,22.0,19.15,21.25,2,22096,March,3,Sunday,9,3
Vistara,2019-05-27,Chennai,Kolkata,7.05,9.2,2.25,0,3687,May,27,Monday,22,5
